city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
Ahmedabad,afternoon,6.0,199,19,4.6,1831.3976462725775,0.8168176068126028,0.43411456284966465,0.6135097962921643,3.0,27.922598351543357,MEDIUM,synthetic
Pune,morning,7.2,201,15,4.7,1388.366350142227,0.6466689157399056,0.8063651001797102,0.5011706353516605,1.0,30.497304785934862,HIGH,synthetic
Ahmedabad,evening,7.8,185,8,4.9,1685.8276546347208,0.08093388015874609,0.5902737090530852,0.4350031087467522,1.0,26.337868792633948,MEDIUM,synthetic
Delhi,full_day,7.1,176,48,5.0,1295.3718962429941,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Kolkata,evening,8.2,185,48,5.0,1455.7799532690642,0.38072666952365286,0.94,0.21699128989608152,0.0,26.199766710535453,MEDIUM,synthetic
Delhi,morning,6.7,184,22,4.9,1304.7948704673104,0.7903663421504795,0.5637533067850224,0.46990047683813585,2.0,30.18243311021365,HIGH,synthetic
Chennai,evening,8.0,170,32,4.6,1426.3224614908331,0.17575297578142818,0.4276008054964501,0.16496606093484784,1.0,16.77727191748117,LOW,synthetic
Kolkata,afternoon,9.5,179,48,4.8,1869.8348514007143,0.6004105043723243,0.6841010144085796,0.0,1.0,21.800696705829225,MEDIUM,synthetic
Delhi,full_day,6.0,173,48,4.8,1122.627224055931,0.09613290731842393,0.0,0.0,0.0,0.0,LOW,synthetic
Kolkata,full_day,6.1,176,48,4.7,1637.4755302043689,0.0,0.11717015197184236,0.0,7.0,1.2195847745510213,LOW,synthetic
Bangalore,morning,6.1,170,8,4.9,1142.129860692059,0.91,0.9256682520015713,0.624324198671203,1.0,22.749266294877888,MEDIUM,synthetic
Delhi,morning,6.0,205,25,4.8,1808.368639614468,0.8806248981016431,0.94,0.0,1.0,33.77402385153676,HIGH,synthetic
Hyderabad,evening,7.8,170,26,4.7,1444.4492254762192,0.3024267828547806,0.3116670674615413,0.5261019959810713,2.0,36.8,HIGH,synthetic
Bangalore,afternoon,9.2,203,45,5.0,1319.8679837765217,0.02922171502325732,0.05354941125160629,0.0912835353296329,0.0,2.1034756525636142,LOW,synthetic
Kolkata,morning,7.7,185,23,4.9,1453.4204557503065,0.6593203853729915,0.0014639121259535732,0.6513023557604591,3.0,36.8,HIGH,synthetic
Hyderabad,full_day,7.0,180,20,4.4,1290.85652435296,0.47637196490621636,0.7354889577072947,0.2672692125472006,2.0,18.002956414580442,LOW,synthetic
Pune,evening,6.8,177,28,4.8,1331.0652919231504,0.0,0.6990806788977004,0.0,5.0,13.817701079342768,LOW,synthetic
Bangalore,afternoon,9.5,170,48,4.7,1474.2230619297065,0.44970386426961784,0.5783798304206069,0.7921765275214204,1.0,31.801978300667315,HIGH,synthetic
Kolkata,evening,9.1,183,41,4.8,1139.4686205166647,0.0,0.0,0.0,0.0,0.5493103597328695,LOW,synthetic
Hyderabad,afternoon,7.8,170,44,4.8,1220.4260307727902,0.02148345287732076,0.461503520625643,0.010462805923383254,0.0,0.0,LOW,synthetic
Mumbai,morning,8.9,199,39,4.5,1309.917915065945,0.04752867421632547,0.28489677855127676,0.0,0.0,0.0,LOW,synthetic
Hyderabad,evening,7.6,185,26,4.8,1669.8751902319616,0.91,0.28918856647565794,0.7383364602105285,1.0,29.691308483258627,MEDIUM,synthetic
Delhi,morning,6.7,172,35,4.6,1201.886449088705,0.8579566161706601,0.43198181321930235,0.3303141857607962,2.0,18.75863796799119,LOW,synthetic
Chennai,evening,8.2,174,37,4.5,1053.6301960128685,0.016789018517509177,0.0,0.0,4.0,23.040937248160326,MEDIUM,synthetic
Mumbai,evening,9.3,177,31,4.6,1357.416819502332,0.08174021803811818,0.11948357251815223,0.045129884912738366,0.0,0.0,LOW,synthetic
Bangalore,afternoon,7.1,185,27,4.8,1255.9180417691223,0.0,0.06895499634661859,0.014757708931815498,0.0,28.01775692122544,MEDIUM,synthetic
Chennai,morning,9.1,180,31,4.5,1379.2270053949799,0.08118477070499237,0.42729001806644384,0.94,0.0,21.98699277868619,MEDIUM,synthetic
Bangalore,afternoon,7.6,184,9,4.4,1619.805484902957,0.6610028422983885,0.94,0.32149156465620776,1.0,16.793601265358344,LOW,synthetic
Bangalore,morning,6.9,170,28,4.8,1427.8368494216027,0.44458717500546907,0.41593337310182976,0.36287711591802474,1.0,36.8,HIGH,synthetic
Kolkata,evening,6.0,191,13,5.0,1389.2500354314102,0.91,0.94,0.2633468140510993,2.0,31.589129025841437,HIGH,synthetic
Mumbai,full_day,6.0,177,37,4.6,1639.324686761711,0.0,0.0,0.0,0.0,5.0355813659892155,LOW,synthetic
Kolkata,full_day,7.7,179,21,4.7,1506.0300504354968,0.9072154961002727,0.05155272971287243,0.8692042794991918,1.0,0.0,LOW,synthetic
Bangalore,evening,8.0,184,33,4.9,1423.78104342133,0.8939320581879299,0.4981356957112106,0.847732402061012,1.0,36.8,HIGH,synthetic
Mumbai,afternoon,6.0,185,14,4.7,1562.7820082118,0.9064552233823149,0.43382092271052075,0.94,4.0,29.93722102362373,MEDIUM,synthetic
Hyderabad,afternoon,7.9,180,11,4.8,1199.504927698788,0.91,0.24519015772258035,0.12164124400039356,1.0,16.997277828592914,LOW,synthetic
Delhi,morning,6.6,190,30,4.9,1551.1691530768544,0.7349417631202926,0.8942831671648681,0.7391082147569681,2.0,0.0,LOW,synthetic
Chennai,morning,6.9,178,35,4.6,1169.4174644133325,0.451027178959976,0.3913552431225919,0.008726409382115422,2.0,21.124349932508593,MEDIUM,synthetic
Bangalore,full_day,6.0,170,48,4.8,1249.672415690416,0.0,0.072237443745978,0.5086010154529064,3.0,0.7142132872575665,LOW,synthetic
Chennai,full_day,9.2,186,42,5.0,1555.6318109357885,0.06263939778161881,0.025117236038561856,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,afternoon,6.8,185,17,4.4,1512.5615911774257,0.9020623359067639,0.6869117844703341,0.9283418517181773,1.0,17.568348708691904,LOW,synthetic
Pune,afternoon,9.4,170,36,4.7,1399.4372113350369,0.06147480202329281,0.015905001753565236,0.09799510710910384,0.0,0.0,LOW,synthetic
Delhi,morning,7.6,182,33,4.6,1375.479902673405,0.91,0.5399153393271816,0.007904423733012263,0.0,22.12752227949393,MEDIUM,synthetic
Pune,morning,6.0,170,21,4.6,1558.3039305570708,0.7053377067563186,0.7174761809138213,0.368464604983742,2.0,35.39976998222435,HIGH,synthetic
Pune,morning,7.1,185,48,4.9,1622.2395924299522,0.39303586070906427,0.19105263863609456,0.29493057832813185,1.0,22.342502781146983,MEDIUM,synthetic
Bangalore,full_day,6.0,170,13,4.9,1427.0827562445857,0.12956853359021359,0.6045826565865516,0.94,0.0,36.8,HIGH,synthetic
Hyderabad,evening,8.3,176,22,4.6,1564.2016059501584,0.91,0.6078519001726752,0.7161894896117834,2.0,34.913252339813525,HIGH,synthetic
Bangalore,morning,7.1,170,33,4.6,1100.672118333664,0.2840341396415525,0.411724992987322,0.6209181210850302,1.0,26.960709056662534,MEDIUM,synthetic
Delhi,full_day,6.2,181,22,5.0,1751.8256472338035,0.006800045632844477,0.8275939081471475,0.94,2.0,0.0,LOW,synthetic
Delhi,full_day,7.1,170,28,4.7,1138.855612035988,0.0,0.7904905385952803,0.542311132741256,1.0,0.0,LOW,synthetic
Bangalore,full_day,8.4,191,8,5.0,1644.7937484710715,0.039324064936017346,0.12960501774920505,0.018107205232215342,0.0,2.4208038766167608,LOW,synthetic
Hyderabad,evening,6.5,175,8,4.5,1746.678524483926,0.86515842330596,0.3699319837220762,0.94,7.0,16.63449326729861,LOW,synthetic
Bangalore,morning,7.7,188,8,4.5,1763.9019985317293,0.8471506149726147,0.7366122592187394,0.94,2.0,36.8,HIGH,synthetic
Hyderabad,afternoon,8.2,170,36,4.7,1103.7524684078057,0.6169135253276115,0.34875831266633417,0.14986753731224833,2.0,30.0063310259468,HIGH,synthetic
Mumbai,afternoon,6.7,187,19,4.6,1204.044289756565,0.7940176744685457,0.4504565661262998,0.94,6.0,36.8,HIGH,synthetic
Kolkata,full_day,8.4,170,48,4.7,1086.7809859810468,0.02117744477685515,0.0,0.0,0.0,0.0,LOW,synthetic
Hyderabad,evening,7.9,196,27,4.7,1255.8265682566646,0.0,0.0,0.050986521216958125,1.0,0.0,LOW,synthetic
Chennai,morning,6.0,170,48,4.7,1431.9986180239885,0.475359686177833,0.6603909174657037,0.2781588702462227,5.0,32.45209546626858,HIGH,synthetic
Kolkata,evening,6.0,179,38,4.4,1038.0,0.0,0.01115751790613546,0.032145807171732654,3.0,0.8403487114149912,LOW,synthetic
Mumbai,morning,8.7,179,30,5.0,1116.3906404274662,0.91,0.8994611678804041,0.207851513835713,4.0,33.17329006259882,HIGH,synthetic
Delhi,afternoon,6.0,179,37,4.6,1202.6001239229445,0.6611946437270386,0.3412443351694751,0.6741863139703684,1.0,32.59646099063017,HIGH,synthetic
Chennai,full_day,7.8,170,48,4.6,1157.7178432262194,0.0390915983552097,0.0,0.0,0.0,5.430098769330091,LOW,synthetic
Ahmedabad,morning,6.0,181,8,4.9,1718.7232336616414,0.7135919902263655,0.7172375525939029,0.3188645996980144,1.0,24.91517104899859,MEDIUM,synthetic
Pune,full_day,9.0,179,26,4.4,1469.6648434293693,0.4362303734824138,0.0,0.23626476734292662,0.0,35.988491065890855,HIGH,synthetic
Chennai,afternoon,7.8,180,32,4.6,1323.1727672495767,0.0,0.37624778705305756,0.24354277564240462,0.0,30.186128427228923,HIGH,synthetic
Kolkata,morning,9.5,205,35,4.4,1496.2458672827395,0.91,0.7363173296649066,0.5251234279450006,1.0,36.8,HIGH,synthetic
Hyderabad,morning,6.0,183,48,4.8,1085.6125277328165,0.5864836771018177,0.49952739755038955,0.6663079836036191,6.0,4.010872654422793,LOW,synthetic
Hyderabad,full_day,8.2,202,36,4.7,1038.0,0.04945308118005407,0.023255334935398476,0.0,0.0,0.0,LOW,synthetic
Delhi,full_day,6.5,170,26,4.6,1492.6157780371855,0.7684718469242883,0.13954005993620433,0.44949391975841607,2.0,10.226413303520662,LOW,synthetic
Kolkata,evening,6.0,170,29,4.8,1366.9823563249352,0.8573153828520153,0.4211407416802791,0.8907053728493677,2.0,36.8,HIGH,synthetic
Chennai,full_day,8.0,198,29,4.6,1122.0307160515276,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Hyderabad,afternoon,8.7,198,15,4.7,1441.1559297411568,0.5813076632720239,0.5586012675682219,0.2332036106496383,3.0,12.226842780819341,LOW,synthetic
Hyderabad,evening,8.9,170,34,4.7,1302.4007221133593,0.051528653780493455,0.03878209149178059,0.07660373324174131,0.0,1.1637759713342377,LOW,synthetic
Bangalore,afternoon,6.0,190,48,4.6,1038.0,0.5750339326260778,0.7117852577708048,0.7613059128355049,3.0,36.8,HIGH,synthetic
Bangalore,evening,7.0,184,31,4.8,1038.0,0.052027746333238215,0.31367516725698197,0.45792216933388946,4.0,0.5988941147949262,LOW,synthetic
Hyderabad,morning,6.0,183,48,5.0,1419.051842297782,0.057931067654332764,0.0,0.05130653623284672,0.0,4.9224717494003745,LOW,synthetic
Pune,morning,8.2,193,10,4.4,1038.0,0.7601335946107942,0.94,0.94,1.0,36.8,HIGH,synthetic
Kolkata,morning,7.8,170,24,4.4,1038.0,0.14063118758129384,0.050935243555753656,0.02732776213564365,0.0,0.0,LOW,synthetic
Ahmedabad,evening,8.1,187,48,4.8,1746.7500110779033,0.6463796410463672,0.0,0.0212633150061669,0.0,0.0,LOW,synthetic
Pune,morning,8.0,170,37,4.7,1835.5215502420326,0.3471645990464038,0.30580250153667526,0.13470824459269692,1.0,26.100769384760074,MEDIUM,synthetic
Delhi,evening,7.7,188,48,5.0,1381.5993924965285,0.04846770646858527,0.04473511452558776,0.0,7.0,0.0,LOW,synthetic
Delhi,morning,6.9,179,20,4.8,1446.1155303241044,0.91,0.0,0.38618470485187784,3.0,24.5493379743234,MEDIUM,synthetic
Hyderabad,evening,8.3,175,20,5.0,1275.3182569416854,0.012020918168606858,0.053764924168592354,0.0,1.0,0.6088077835662785,LOW,synthetic
Hyderabad,evening,8.2,171,8,4.6,1045.626085108167,0.8526411503934902,0.210310297199175,0.19257172171023978,1.0,20.110572869312875,MEDIUM,synthetic
Pune,afternoon,6.0,170,27,4.7,1082.019306370292,0.7595904945691352,0.7482688855484673,0.94,0.0,15.911015345607169,LOW,synthetic
Bangalore,morning,7.8,170,33,4.4,1408.6365901573083,0.7848721642280565,0.8437480225341207,0.0,1.0,14.506138454552472,LOW,synthetic
Kolkata,afternoon,6.2,177,15,4.9,1454.1333567252414,0.6196150748590035,0.94,0.07869750131375931,0.0,15.060363344385385,LOW,synthetic
Delhi,morning,7.5,194,18,4.9,1618.333326646377,0.851704905058754,0.42317195471514246,0.5381481412098665,0.0,29.451004807255064,MEDIUM,synthetic
Ahmedabad,afternoon,6.4,186,26,4.5,1038.0,0.0,0.004438745420474474,0.0,0.0,4.630807497300546,LOW,synthetic
Kolkata,afternoon,7.7,178,8,5.0,1673.1595336458704,0.91,0.41697635562515556,0.3555737005958183,4.0,23.34649150315865,MEDIUM,synthetic
Hyderabad,afternoon,7.3,197,8,4.6,1486.340354883096,0.8656160316936512,0.94,0.05124464875690004,0.0,18.39252017040233,LOW,synthetic
Hyderabad,evening,8.1,203,48,4.6,1046.9804105214464,0.5983978290463935,0.035900900716274095,0.0,1.0,25.120027299547274,MEDIUM,synthetic
Chennai,morning,6.9,205,26,4.8,1166.8316842488582,0.6673789570818447,0.6722213734642283,0.94,2.0,29.094908578865503,MEDIUM,synthetic
Mumbai,evening,7.6,170,8,4.8,1397.9479879453816,0.020299998755235738,0.8270234287498056,0.19161356964526483,0.0,27.332838287101307,MEDIUM,synthetic
Hyderabad,evening,8.5,170,40,4.9,1327.1024564148745,0.8482375343734653,0.165223968858615,0.25292930713135076,1.0,20.893878472266202,MEDIUM,synthetic
Ahmedabad,afternoon,6.0,170,19,4.5,1481.9486291387886,0.3436152720762962,0.9012322270680432,0.2573938231056023,1.0,14.217414795231761,LOW,synthetic
Delhi,afternoon,6.5,198,24,4.9,1403.7372142803024,0.7083056491569474,0.8295486800604563,0.5627163453479885,1.0,36.8,HIGH,synthetic
Chennai,full_day,7.3,174,48,4.5,1612.3850701347,0.06837887749896925,0.0,0.5869438202650443,0.0,0.0,LOW,synthetic
Pune,evening,6.0,175,24,4.9,1518.5475913295973,0.7744897492288781,0.5324365801718243,0.13353164407165613,2.0,29.60671552753222,MEDIUM,synthetic
Hyderabad,afternoon,8.7,170,48,4.9,1612.7548574544185,0.0,0.008769580042911805,0.0,0.0,0.0,LOW,synthetic
Delhi,full_day,7.6,201,41,4.9,1510.1493408268539,0.6380278135275259,0.4301483617567186,0.8087327520212959,0.0,16.341403086905533,LOW,synthetic
Mumbai,morning,8.7,182,35,4.7,1592.0416241814066,0.09955935165149594,0.2959190802115687,0.03545170664188324,0.0,0.0,LOW,synthetic
Kolkata,evening,7.3,185,8,4.6,1437.3427028431486,0.7136457247765055,0.7891482194141852,0.5333026849104869,0.0,31.247435666528474,HIGH,synthetic
Ahmedabad,morning,6.0,203,40,4.5,1423.4269098327031,0.47217794577145666,0.8768927157862261,0.2010555897255873,2.0,36.8,HIGH,synthetic
Ahmedabad,morning,7.2,190,14,4.9,1084.259231406647,0.3754675400834425,0.5909348756797941,0.0,1.0,15.181317394392108,LOW,synthetic
Pune,full_day,6.3,170,37,4.8,1530.379392488495,0.1457424999441168,0.0,0.0,0.0,5.989911418111785,LOW,synthetic
Kolkata,evening,7.8,170,24,5.0,1285.3492610818748,0.7600931750873196,0.07185965226421905,0.6904102453437667,0.0,22.185107584999926,MEDIUM,synthetic
Pune,full_day,7.0,192,30,4.9,1455.7406867358625,0.91,0.6891830691997676,0.8225893613284812,2.0,36.8,HIGH,synthetic
Pune,full_day,7.4,186,13,5.0,1116.4887662222268,0.6853749158066894,0.06696746917675216,0.5008067998609355,0.0,1.163418020405924,LOW,synthetic
Delhi,afternoon,9.5,173,48,5.0,1590.4881655045888,0.12733259457259305,0.0,0.05277589981988493,0.0,0.0,LOW,synthetic
Kolkata,morning,8.6,197,10,4.6,1743.8717921693285,0.6244535977201788,0.832743137594626,0.42466944067372436,3.0,31.076539724188905,HIGH,synthetic
Bangalore,afternoon,6.0,205,10,4.5,1335.147843647474,0.587556166151212,0.8097834347448578,0.10610599659699282,1.0,14.425985606031295,LOW,synthetic
Bangalore,morning,8.2,192,47,4.8,1730.0313423629561,0.11730896161850556,0.6764174969223185,0.0,0.0,1.6318942089220025,LOW,synthetic
Kolkata,full_day,9.2,188,30,4.7,1408.7701197828999,0.03056220102641959,0.0,0.0,0.0,1.882680136236014,LOW,synthetic
Kolkata,evening,7.1,170,22,4.8,1309.6379680029245,0.0568814119490041,0.0,0.0,6.0,21.414018203777548,MEDIUM,synthetic
Bangalore,evening,7.7,192,42,4.8,1886.0,0.04061341142803164,0.05715889430298297,0.0,0.0,0.0,LOW,synthetic
Pune,morning,7.8,201,8,4.6,1636.3883987429515,0.91,0.8794597672267903,0.7780229330584406,1.0,34.58775962961816,HIGH,synthetic
Chennai,full_day,7.6,199,27,4.5,1038.0,0.4911744254439543,0.2906459514839874,0.12919561318593858,3.0,25.180388480272434,MEDIUM,synthetic
Kolkata,morning,7.9,205,8,4.5,1047.7659080347435,0.0,0.4982645409551199,0.0,0.0,9.357557509330139,LOW,synthetic
Delhi,evening,6.7,182,36,4.5,1066.8099719007862,0.0,0.26493336751849605,0.0,1.0,0.0,LOW,synthetic
Bangalore,evening,9.0,179,48,4.7,1279.928708449024,0.0,0.0,0.48733071698679165,5.0,0.0,LOW,synthetic
Delhi,afternoon,6.0,186,48,5.0,1707.743508711205,0.057861753116611674,0.7434178813602763,0.598224758828417,0.0,15.281792331254882,LOW,synthetic
Delhi,afternoon,8.7,178,48,4.5,1554.847659822533,0.026169278931161957,0.08937576928888263,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,afternoon,6.4,170,48,4.9,1700.6044688428226,0.13525032421486366,0.6359501996099877,0.4959071886224587,2.0,30.99888203056622,HIGH,synthetic
Hyderabad,morning,6.4,170,37,4.9,1137.7114191940418,0.8837958334404037,0.94,0.24641253564999388,2.0,27.529381767770364,MEDIUM,synthetic
Bangalore,evening,6.3,170,8,4.8,1465.5110268637416,0.91,0.5446033335934573,0.5810390673601712,7.0,36.8,HIGH,synthetic
Bangalore,afternoon,6.1,197,35,4.6,1496.9939030021196,0.892257058442697,0.09334361974917126,0.2719436502594984,2.0,36.8,HIGH,synthetic
Ahmedabad,afternoon,6.5,170,8,4.5,1110.244031756085,0.8993396425231437,0.8675011388074363,0.94,1.0,35.638593622492834,HIGH,synthetic
Kolkata,full_day,6.3,185,31,4.8,1206.1708661639127,0.6328391800751175,0.362785027531654,0.17690554373826384,2.0,31.897148262344864,HIGH,synthetic
Chennai,evening,6.3,185,27,4.6,1290.4179852597313,0.0,0.0,0.026106291693059704,0.0,4.194188324956185,LOW,synthetic
Pune,morning,6.0,188,8,4.8,1445.426817479788,0.7781167931017514,0.23404168587273355,0.7456232765664378,6.0,20.478095577045103,MEDIUM,synthetic
Hyderabad,morning,7.8,196,41,4.8,1530.0713402581398,0.12692160646314035,0.0,0.0179768483446247,0.0,3.725204388596327,LOW,synthetic
Bangalore,afternoon,6.2,190,43,4.7,1533.600492262609,0.48823418442064054,0.36926152657385913,0.40366458499915664,0.0,17.22247048445047,LOW,synthetic
Ahmedabad,afternoon,8.8,172,22,4.9,1384.864709478502,0.4414348807040399,0.6987308048821259,0.0,1.0,16.718766939260245,LOW,synthetic
Kolkata,full_day,8.7,189,46,4.6,1061.694882726992,0.027638677925844356,0.0,0.0,0.0,0.6325643620109446,LOW,synthetic
Pune,full_day,6.2,181,26,4.5,1847.1537021748784,0.0124594855926256,0.7244057119579587,0.5360406108203708,0.0,20.767842052823465,MEDIUM,synthetic
Delhi,morning,7.7,205,26,4.8,1161.6589423646988,0.8589095282456705,0.94,0.5995515534837111,6.0,28.467719189649515,MEDIUM,synthetic
Pune,full_day,7.6,179,35,5.0,1788.2387626101665,0.8214975478975027,0.48690572130603055,0.5099338507685235,1.0,3.7030451302097824,LOW,synthetic
Bangalore,evening,9.5,187,35,4.6,1479.0381936051947,0.27851930047085577,0.0,0.050208355470867536,0.0,36.8,HIGH,synthetic
Chennai,afternoon,7.3,201,39,4.7,1534.1716041608636,0.4005493312961014,0.44676889785114304,0.0657412313436337,5.0,24.452051487650667,MEDIUM,synthetic
Kolkata,morning,6.7,189,13,4.7,1110.9015716426068,0.7807380321040337,0.94,0.617714185147746,1.0,30.424934825558328,HIGH,synthetic
Delhi,morning,8.5,183,43,4.9,1273.0518279902135,0.0,0.0604777759826729,0.0,0.0,0.0,LOW,synthetic
Bangalore,morning,8.4,179,48,4.8,1449.5090832577357,0.482985339690682,0.1939949674861035,0.417052203173847,3.0,25.236005452940457,MEDIUM,synthetic
Kolkata,afternoon,7.3,170,14,4.6,1562.559437585442,0.5038841999718214,0.7511643817022771,0.3443505053888819,1.0,13.411165713412922,LOW,synthetic
Delhi,full_day,8.3,170,47,4.9,1420.338205063625,0.6562928620541928,0.6374038101936029,0.0,2.0,31.996803591317736,HIGH,synthetic
Pune,evening,7.0,188,18,5.0,1473.3405654260237,0.02504469013791696,0.018561712479426687,0.0,2.0,0.0,LOW,synthetic
Delhi,afternoon,7.6,184,29,5.0,1316.2689893697368,0.6289517489947182,0.16235765774026278,0.4503990828155966,1.0,21.419940809852015,MEDIUM,synthetic
Delhi,full_day,6.0,170,17,4.6,1594.8709829194927,0.5278072089012081,0.35483445807014563,0.40754334357930233,6.0,5.6868046543046775,LOW,synthetic
Mumbai,afternoon,8.9,190,21,4.7,1196.24245299358,0.033844522203286945,0.27156438462841564,0.0,0.0,32.78859345986619,HIGH,synthetic
Pune,full_day,8.1,175,21,4.7,1532.572313412358,0.1523068087197717,0.0,0.052476717050991536,0.0,4.199892936708107,LOW,synthetic
Delhi,morning,8.7,170,43,4.5,1541.587443787106,0.43647683921737623,0.8570970056429787,0.020876975146664537,0.0,0.2991286800931249,LOW,synthetic
Hyderabad,morning,7.3,190,14,4.6,1384.068266090565,0.7044801960821334,0.6737124925437926,0.49546203009965706,3.0,29.532678641116636,MEDIUM,synthetic
Hyderabad,afternoon,7.0,181,23,4.9,1140.8130760490267,0.5352329227492815,0.94,0.46793995929469845,0.0,23.165734711123356,MEDIUM,synthetic
Kolkata,afternoon,7.6,190,40,4.9,1295.2185703298396,0.10080014261778657,0.10662131248104735,0.03779575978071538,0.0,4.243640622437077,LOW,synthetic
Pune,full_day,7.3,180,29,4.5,1633.7057158317905,0.8509718133607471,0.835475099400397,0.94,4.0,17.55871600679724,LOW,synthetic
Bangalore,afternoon,6.1,190,11,5.0,1157.9436401405487,0.0,0.42954780243163504,0.94,1.0,1.6255724297687084,LOW,synthetic
Mumbai,full_day,8.9,172,48,5.0,1100.819114071972,0.036843595760165056,0.015308476622630391,0.0,0.0,0.0,LOW,synthetic
Kolkata,morning,6.0,182,38,4.6,1107.427233229616,0.6553174177400929,0.0,0.0025351028690914533,0.0,14.140183223817807,LOW,synthetic
Ahmedabad,morning,6.4,193,30,4.7,1650.5151028674845,0.3657183387776532,0.314554586564776,0.6323833106089596,6.0,27.0265233854869,MEDIUM,synthetic
Delhi,morning,7.8,179,20,4.8,1549.6424358851527,0.91,0.7101260793636686,0.7468211289582788,1.0,36.8,HIGH,synthetic
Kolkata,morning,8.1,185,14,5.0,1240.0588477629042,0.7861118085152204,0.5252915292359424,0.41110003460216926,1.0,5.748001523116628,LOW,synthetic
Hyderabad,evening,7.0,175,22,4.8,1397.548821468528,0.91,0.94,0.7217414651133631,2.0,23.974850111368596,MEDIUM,synthetic
Pune,afternoon,6.0,170,37,4.6,1488.654936824961,0.7168809931205389,0.8987099587316727,0.4877578482098209,1.0,29.6454948037687,MEDIUM,synthetic
Ahmedabad,afternoon,7.5,170,18,4.4,1405.2307488614713,0.6495924613267671,0.94,0.39471965743038595,0.0,16.52976449775104,LOW,synthetic
Chennai,evening,6.7,170,34,4.6,1213.381040150607,0.91,0.5761201985358615,0.8639166755390524,1.0,11.636175821170786,LOW,synthetic
Hyderabad,full_day,9.2,170,48,4.8,1489.699242317617,0.040350626582789824,0.05671180656577729,0.02228785762548432,0.0,2.876393626230805,LOW,synthetic
Mumbai,morning,9.4,170,34,4.4,1331.154752781416,0.08828605554994998,0.20966836113407572,0.0,0.0,1.4603387264077008,LOW,synthetic
Hyderabad,afternoon,7.8,205,8,4.8,1244.7873957878724,0.34224771170537566,0.5930091493917669,0.19361894984467853,3.0,24.499271847661635,MEDIUM,synthetic
Kolkata,morning,6.6,171,12,4.8,1346.8416596820186,0.746854763391585,0.8622260086003379,0.45157823702376004,1.0,36.45510843168404,HIGH,synthetic
Mumbai,full_day,6.2,170,8,4.7,1608.8275049586096,0.08689432797070486,0.005040786610931406,0.06194499902930586,0.0,0.0,LOW,synthetic
Mumbai,afternoon,7.9,190,47,4.9,1297.8888988911697,0.0,0.05243280993775042,0.013636740540276922,0.0,0.0,LOW,synthetic
Hyderabad,full_day,9.1,183,48,4.7,1783.123255264723,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Chennai,full_day,8.4,170,43,4.7,1646.0939686382087,0.15318215743144892,0.08065598239636562,0.0,0.0,5.333634898321528,LOW,synthetic
Chennai,morning,7.9,196,25,4.5,1220.3796282994724,0.0,0.8475233325181293,0.5949624695172746,1.0,13.872675770536773,LOW,synthetic
Hyderabad,evening,7.1,182,48,5.0,1227.1081965364522,0.5465955226711914,0.490440988462962,0.16524861126597473,6.0,29.079143288709705,MEDIUM,synthetic
Pune,afternoon,7.4,202,11,4.5,1128.5350021628014,0.7167478658108288,0.94,0.0,1.0,26.48497847936246,MEDIUM,synthetic
Delhi,morning,6.7,187,47,4.8,1663.4995905274668,0.6225537758540894,0.36826923536830136,0.2682418860025085,0.0,28.68506984214272,MEDIUM,synthetic
Hyderabad,full_day,7.2,175,48,4.5,1532.8867499454523,0.7657663100290494,0.3717791376213535,0.7025513395813723,1.0,14.659269041802803,LOW,synthetic
Pune,full_day,9.3,183,24,4.7,1636.6207191754406,0.017832327526460884,0.0,0.0,0.0,1.743339929045849,LOW,synthetic
Kolkata,full_day,7.7,184,33,4.7,1700.5543915672465,0.0,0.015048241192288321,0.008243610018119397,0.0,0.060058697796336914,LOW,synthetic
Hyderabad,morning,6.7,189,8,4.9,1459.3046896016128,0.6975508266361072,0.94,0.24238511136062058,6.0,21.440855589849537,MEDIUM,synthetic
Pune,morning,7.6,170,29,4.8,1219.4577782058884,0.91,0.260265262954921,0.47006681276376716,1.0,16.849927601419623,LOW,synthetic
Hyderabad,afternoon,6.4,170,41,5.0,1038.0,0.0,0.0016506826011649274,0.0,0.0,1.8694819800215503,LOW,synthetic
Kolkata,morning,7.1,170,10,4.9,1641.7710533230786,0.0,0.477471574397513,0.634805315123792,0.0,15.954091867267923,LOW,synthetic
Ahmedabad,full_day,8.4,170,15,4.8,1446.3092553278043,0.0,0.5899723901607943,0.0024300783356008475,0.0,3.152648111414997,LOW,synthetic
Chennai,full_day,7.5,194,25,4.5,1038.0,0.0,0.00831060449024891,0.6407359450759037,0.0,23.30477386182175,MEDIUM,synthetic
Kolkata,afternoon,8.9,185,8,4.5,1396.0587035799533,0.91,0.835076670261539,0.94,2.0,36.8,HIGH,synthetic
Pune,evening,7.2,170,21,4.8,1501.6386968748325,0.562300137484014,0.7066969483561262,0.13781534601277617,7.0,21.36465668742985,MEDIUM,synthetic
Kolkata,afternoon,7.3,177,48,4.5,1317.2008168796672,0.91,0.0,0.7835200908525491,3.0,36.8,HIGH,synthetic
